name,gender,pronounce
شهباز,m,shahbaz
شهبال,m,shahbal
شهداد,m,shahdad
شهراد,m,shahrad
شهرام,m,shahram
شهران,m,shahran
شهرخ,m,shahrokh
شهرخ,m,shahrokh
شهرداد,m,shahrdad
شهرنوش,m,shahrnush
شهروز,m,shahruz
شهریار,m,shariar
شهزاد,m,shahzad
شهنام,m,shahnam
شهیار,m,shahyar
شوان,m,shovan
شوکت,m,shokat
شکرالله,m,shokrollah
شکور,m,shakur
شکیب,m,shakib
شیث,m,sheys
شیدوش,m,shidvash
شیردل,m,shirdel
شیرزاد,m,shirzad
شیرو,m,shiru
شیرویه,m,shiruye
شیوه,m,shive
صائب,m,saeb
صابر,m,saber
صاحب,m,saheb
صادق,m,sadeq
صارم,m,sarem
صاعد,m,saeed
صالح,m,saleh
صانع,m,sanee
صاین,m,sayen
صباح,m,sabah
صداقت,m,sedaghat
صدر,m,sadr
صدرا,m,sadra
صدرالدین,m,sadroddin
صدوق,m,saduq
صدیق,m,seddiq
صفا,m,safa
صفدر,m,safdar
صفی,m,safi
صلاح,m,salah
صمد,m,samad
صمصام,m,samsam
صمیم,m,samim
صنعان,m,sanan
ضحا,m,zoha
ضرغام,m,zarqam
ضیا,m,ziya
ضیغم,m,zeyqam
طارق,m,tareq
طالب,m,taleb
طاها,m,taha
طاهر,m,taher
طلحه,m,talhe
طه,m,taha
طهمورث,m,tahmures
طوفان,m,tufan
طیب,m,tayyeb
ظریف,m,zarif
ظفر,m,zafar
ظهیرالدین,m,zahiroddin
عابد,m,abed
عادل,m,adel
عارف,m,aref
عاشور,m,ashur
عاصم,m,asem
عاطف,m,atef
عامر,m,amer
عاکف,m,akef
عباد,m,ebad
عبادالله,m,ebadollah
عباس,m,abbas
عبدالباقی,m,abdolbaqi
عبدالجبار,m,abodoljabbar
عبدالجلیل,m,abodoljalil
عبدالحسین,m,abdolhoseyn
عبدالحق,m,abdolhagh
عبدالحلیم,m,abdolhalim
عبدالحی,m,abdolhay
عبدالرحمان,m,abdolrahman
عبدالرحیم,m,abdolrahim
عبدالرزاق,m,abdolrazzaq
عبدالرشید,m,abdolraŝid
عبدالرضا,m,abdorreza
عبدالعزیز,m,abdolaziz
عبدالعظیم,m,abdolazim
عبدالغفار,m,abdolqffar
عبدالفتاح,m,abdolfttah
عبدالقادر,m,abdolqader
عبدالقاهر,m,abdolqaher
عبداللطیف,m,abdollatif
عبدالله,m,abdollah
عبدالملک,m,abdolmalek
عبدالواحد,m,abdolvahed
عبدالکریم,m,abdolkarim
عبیدالله,m,obeydollah
عثمان,m,osman
عدنان,m,adnan
عرشیا,m,arshiya
عرفان,m,erfan
عزالدین,m,ezodin
عزت,m,ezzat
عزیز,m,aziz
عزیزالله,m,azizollah
عسکر,m,askar
عطا,m,ata
عظیم,m,azim
عقیل,m,aqil
علی,m,ali
علیم,m,alim
عماد,m,emad
عمادالدین,m,emadoddin
عمار,m,ammar
عمران,m,emran
عمید,m,amid
عمیدالدین,m,amidoddin
عنایت,m,enayat
عیسی,m,isa
غالب,m,qaleb
غدیر,m,qadir
غفور,m,qafur
غلامرضا,m,qolamreza
غلامعلی,m,qolamali
غیاث,m,qiyas
فؤاد,m,foad
فائز,m,faez
فاتح,m,fateh
فاروق,m,faruq
فاریاب,m,faryab
فاضل,m,fazel
فاطر,m,fater
فتاح,m,fattah
فتح الله,m,fathollah
فخرالدین,m,fakhroddin
فرابرز,m,faraborz
فراز,m,faraz
فرازان,m,farazan
فرازمان,m,farazman
فراست,m,ferasat
فرامرز,m,faramarz
فراهین,m,farahin
فراوک,m,farawk
فربود,m,farbud
فربین,m,farbin
فرتاش,m,fartash
فرج,m,faraj
فرجاد,m,farjad
فرجام,m,farjam
فرحان,m,farhan
فرحت,m,farhat
فرداد,m,fardad
فردوس,m,ferdos
فردین,m,fardin
فرزاد,m,farzad
فرزام,m,farzam
فرزان,m,farzan
فرزان,m,farzan
فرزین,m,farzin
فرساد,m,farsad
فرشاد,m,farshad
فرشید,m,farshid
فرشیدورد,m,farshidvard
فرصت,m,forsat
فرطوس,m,fartus
فرقان,m,forqan
فرمند,m,farmand
فرناد,m,farnad
فرنام,m,farnam
فرناک,m,farnak
فرند,m,ferend
فرنود,m,farnud
فرنور,m,farnur
فرنوش,m,farnush
فرهاد,m,farhad
فرهام,m,farham
فرهان,m,farrehan
فرهمند,m,farremand
فرهنگ,m,farhang
فرهومند,m,farreumand
فرواک,m,farvak
فرود,m,forud
فروهر,m,foruhar
فریان,m,faryan
فریبرز,m,faryborz
فرید,m,farid
فریدالدین,m,faridoddin
فریدون,m,fereydun
فریمان,m,fariman
فرینوش,m,farinush
فضل,m,fazl
فیاض,m,fayyaz
فیروز,m,firuz
فیض,m,feyz
قائد,m,qaed
قائم,m,qaem
قابوس,m,qabus
قادر,m,qader
قارن,m,qaran
قاسم,m,qasem
قاهر,m,qaher
قباد,m,qobad
قدرت,m,qodrat
قدیر,m,qadir
قهار,m,qahhar
قهرمان,m,ghahraman
گرامی,m,gerami
گردآفرید,m,gordafarid
گردآفرین,m,gordafarin
گرسیوز,m,garsivaz
گشتاسب,m,gashtasp
گشواد,m,gashvad
گلباد,m,golbad
گودرز,m,gudarz
لاوین,m,lavin
لبیب,m,labib
لطیف,m,latif
لقمان,m,loqman
لهراسب,m,lohrasb
لیث,m,lais
لیلیا,m,lailiya
ماجد,m,majed
ماردین,m,mardin
مازار,m,mazar
مازیار,m,mazyar
ماشاءالله,m,mashallah
مالک,m,malek
مانا,m,mana
مانلی,m,manli
مانی,m,mani
مانی,m,mani
مانیا,m,maniya
ماهان,m,mahan
ماهد,m,mahed
ماهر,m,maher
ماهیار,m,mahyar
ماکان,m,makan
مبارک,m,mobarak
مبین,m,mobin
متین,m,matin
مجتبی,m,mojtaba
مجد,m,majd
مجدالدین,m,majddoddin
مجید,m,majid
مجیر,m,mojir
مجیرالدین,m,mojiroddin
محتشم,m,mohtasham
محدث,m,mohaddes
محراب,m,mehrab
محسن,m,mohsen
محمد,m,mohammad
محمدآئین,m,mohammadain
محمدامین,m,mohammadamin
محمدپارسا,m,mohammadparsa
محمدجواد,m,mohammadjavad
محمدحسین,m,mohammadhoseyn
محمدرضا,m,mohammadreza
محمدعلی,m,mohammadali
محمدمتین,m,mohammadmatin
محمدمهدی,m,mohammadmahdi
محمدیاسین,m,mohammadyasin
محمود,m,mahmud
محیط,m,mohit
مختار,m,mokhtar
مراد,m,morad
مرتضی,m,morteza
مرسل,m,morsal
مرصاد,m,mersad
مروان,m,marvan
مزدا,m,mazda
مزدک,m,mazdak
مسرور,m,masrur
مسعود,m,masud
مسلم,m,moslem
مسیح,m,masih
مسیحا,m,masiha
مشتاق,m,moshtaq
مشهور,m,mashhur
مشکات,m,meshkat
مشکان,m,moshkan
مشیا,m,mashiya
مشیر,m,moshir
مصباح,m,mesbah
مصطفی,m,mostafa
مصفا,m,mosaffa
مصلح,m,mosleh
مصیب,m,mosib
مطهر,m,motahhar
مظاهر,m,mazaher
مظفر,m,mozaffar
مظفرالدین,m,mozaffaroddin
مظهر,m,mazhar
معتصم,m,moetasem
معتمد,m,motamed
معراج,m,meeraj
معصوم,m,masum
معید,m,moeid
معین,m,moein
مقبل,m,moqbel
مقداد,m,meqdad
مقصود,m,maqsud
مقیما,m,moqima
ملکان,m,malakan
منذر,m,monzer
منشور,m,manshur
منصور,m,mansur
منوچهر,m,manuchehr
مهام,m,maham
مهان,m,mahan
مهبد,m,mahbod
مهبود,m,mahbud
مهداد,m,mehdad
مهدی,m,mahdi
مهدی,m,mehdi
مهدیار,m,mahdyar
مهرآزاد,m,mehrazad
مهراد,m,mehrad
مهراز,m,mehraz
مهراس,m,mehras
مهرام,m,mahram
مهران,m,mehran
مهربد,m,mehrbod
مهرپرور,m,mehrparvar
مهرتاش,m,mehrtash
مهرجو,m,mehrju
مهرداد,m,mehrdad
مهردار,m,mehrdar
مهرزاد,m,mehrzad
مهرسام,m,mehrsam
مهرشاد,m,mehrshad
مهرگان,m,mehregan
مهرنوش,m,mehrnush
مهرنیا,m,mehrniya
مهرک,m,mehrak
مهریاد,m,mehryad
مهریار,m,mehryar
مهرین,m,mehrin
مهزیار,m,mahziyar
مهنام,m,mahnam
مهند,m,mahnad
مهیاد,m,mahyad
مهیار,m,mahyar
موسی,m,musa
میثاق,m,misaq
میثم,m,meysam
میران,m,miran
میشا,m,misha
میعاد,m,miead
میلاد,m,milad
میلان,m,milan
میکائیل,m,mikaeil
نادر,m,nader
ناصر,m,naser
ناصرالدین,m,naseroddin
نامجو,m,namju
نامدار,m,namdar
نامور,m,namvar
نامی,m,nami
نایب,m,nayeb
نبی,m,nabi
نجات,m,nejat
نجیب,m,najib
نرسی,m,narsi
نریمان,m,nariman
نزهت,m,nozhat
نستوه,m,nastuh
نشاط,m,neshat
نشواد,m,nashvad
نصر,m,nasr
نصرالدین,m,nasroddin
نصرالله,m,nasrollah
نصرت,m,nosrat
نصیر,m,nasir
نصیرالدین,m,nasiroddin
نعمت,m,neemat
نعیم,m,naeim
نعیما,m,naeima
نقی,m,naqi
نهاد,m,nahad
نوا,m,nava
نوبخت,m,nobakht
نوبهار,m,nobahar
نوذر,m,nozar
نورالدین,m,nuroddin
نورالله,m,nurollah
نورهان,m,noorhan
نوروز,m,norooz
نوری,m,nuri
نویان,m,noviyan
نوید,m,navid
نوین,m,novin
نکیسا,m,nakisa
نیاسان,m,niyasan
نیاوش,m,niyavash
نیاوند,m,niyavand
نیما,m,nima
نیوان,m,nivan
نیوزاد,m,nivzad
نیوشا,m,niyusha
نیکان,m,nikan
نیکاو,m,nikaw
نیکدل,m,nikdel
نیکزاد,m,nikzad
نیکنام,m,niknam
نیکو,m,niku
هابیل,m,habil
هاتف,m,hatef
هادی,m,hadi
هارپاک,m,harpak
هارون,m,harun
هاشم,m,hashem
هامان,m,haman
هانی,m,hani
هجیر,m,hojir
هرمزد,m,hormozd
همام,m,homam
همایون,m,homayun
همت,m,hemmat
همتا,m,hamta
هنرمند,m,honarmand
هوتن,m,hotan
هوداد,m,hodad
هودین,m,hodin
هورا,m,hura
هوراد,m,hurad
هورمزد,m,hurmazd
هوزان,m,huzan
هوشمند,m,hushmand
هوشنگ,m,hushang
هوشیار,m,hushyar
هومان,m,human
هومن,m,human
هونام,m,hunam
هویدا,m,hoveyda
هیدی,m,hidi
هیراد,m,hirad
هیربد,m,hirbad
هیرمند,m,hirmand
هیرو,m,hiroo
هیرود,m,hirud
هیژا,m,heyzha
هیمن,m,himan
هیوا,m,hiva
واجد,m,vajed
واران,m,varan
وارسته,m,varaste
وارش,m,varesh
واسپور,m,vaspur
وافی,m,vafi
والا,m,vala
واهب,m,vaheb
وثوق,m,vosuq
وحید,m,vahid
وحیدالدین,m,vahidoddin
وخشور,m,vakhshur
ودود,m,vadud
ودیع,m,vadie
ورجاوند,m,varjavand
وستا,m,vosta
وشمگیر,m,voshmgir
وصال,m,vesal
وفا,m,vafa
وفادار,m,vafadar
وقار,m,vaghar
ولا,m,vala
ولی,m,vali
ولید,m,valid
وندا,m,vanda
ونداد,m,vandad
وهاب,m,vahhab
وهب,m,vahab
ویس,m,veys
ویسه,m,veyse
ویشتاسب,m,vishtasb
ویهان,m,vihan
کارن,m,karan
کارنگ,m,karang
کارینا,m,karina
کاظم,m,kazem
کامبیز,m,kambiz
کامدین,m,kamdin
کامران,m,kamran
کامروا,m,kamrava
کامروا,m,kamrava
کامنوش,m,kamnush
کاموس,m,kamus
کامکار,m,kamkar
کامیاب,m,kamyab
کامیار,m,kamyar
کاوه,m,kave
کاووس,m,kavus
کاویان,m,kavian
کدیور,m,kadivar
کرامت,m,keramat
کریم,m,karim
کسری,m,kasra
کلباد,m,kalbad
کلیم الله,m,kalimollah
کمال,m,kamal
کمبوجیه,m,kambujiye
کمیل,m,komeyl
کهار,m,kahar
کهرم,m,kohram
کوروس,m,kuros
کوروش,m,kurosh
کوشا,m,kusha
کوشان,m,kushan
کیا,m,kiya
کیاچهر,m,kiyachehr
کیاراد,m,kiyarad
کیارخ,m,kiyarokh
کیارس,m,kiyaras
کیارش,m,kiyarash
کیارنگ,m,kiyarang
کیازاد,m,kiyazad
کیاشا,m,kiyasha
کیان,m,kian
کیانوش,m,kiyanush
کیاوش,m,kiyavash
کیخسرو,m,keykhosro
کیسان,m,keysan
کیقباد,m,keyqobad
کیهان,m,keyhan
کیوان,m,keyvan
کیومرث,m,kioomars
کیکاووس,m,keykavus
یادگار,m,yadegar
یارا,m,yara
یاسان,m,yasan
یاسر,m,yaser
یاسین,m,yasin
یاشا,m,yasha
یاشار,m,yashar
یاقوت,m,yaqut
یاور,m,yavar
یحیی,m,yahya
یدالله,m,yadollah
یرمیا,m,yarmiya
یزداد,m,yazdad
یزدان,m,yazdan
یزدجرد,m,yazdjerd
یزدگرد,m,yazdgerd
یعقوب,m,yaqub
ینال,m,yanal
یوسف,m,yousef
یوشع,m,yushee
یونا,m,yuna
یونس,m,younes
یکتا,m,yekta
سلنا,f,selena
سرنا,f,serena
سلین,f,selin
رادین,m,radin
قیصر,m,gheysar
کتی,f,kati
,e,page
,e,esteghlal
,e,perspolis
,f,miss
,f,sila
,m,mr
,m,ebi
,f,zoya
,f,ftmh
,f,seren
,f,serna
,f,dokhtar
,f,aysu
,f,serve
,f,sarve
,e,market
,e,shoes
,e,cloth
,e,cloth
,e,service
,e,restaurant
,e,resturan
,e,shop
,e,fastfood
,e,khodro
,e,food
,m,seyed
,e,page
,e,wear
,e,trade
,e,keratin
,e,show
,m,barbad
,m,monaz
,f,nazli
,e,marketing
